"units1","units2","dropout_rate1","dropout_rate2","learning_rate","batch_size","epochs","val_accuracy","num_actual_epochs"
256,128,0.4,0.2,1e-04,32,30,0.407766997814178,30
64,32,0.2,0.3,1e-04,32,30,0.398058265447617,30
128,32,0.2,0.3,1e-04,32,30,0.427184462547302,30
256,32,0.2,0.3,1e-04,32,30,0.427184462547302,30
64,64,0.2,0.3,1e-04,32,30,0.398058265447617,30
128,64,0.2,0.3,1e-04,32,30,0.37864077091217,30
256,64,0.2,0.3,1e-04,32,30,0.504854381084442,30
128,128,0.2,0.3,1e-04,32,30,0.436893194913864,30
256,128,0.2,0.3,1e-04,32,30,0.45631068944931,30
64,32,0.3,0.3,1e-04,32,30,0.310679614543915,23
128,32,0.3,0.3,1e-04,32,30,0.398058265447617,30
256,32,0.3,0.3,1e-04,32,30,0.436893194913864,30
64,64,0.3,0.3,1e-04,32,30,0.407766997814178,30
128,64,0.3,0.3,1e-04,32,30,0.37864077091217,30
256,64,0.3,0.3,1e-04,32,30,0.45631068944931,30
128,128,0.3,0.3,1e-04,32,30,0.388349503278732,30
256,128,0.3,0.3,1e-04,32,30,0.41747573018074,16
64,32,0.4,0.3,1e-04,32,30,0.407766997814178,30
128,32,0.4,0.3,1e-04,32,30,0.45631068944931,30
256,32,0.4,0.3,1e-04,32,30,0.45631068944931,30
64,64,0.4,0.3,1e-04,32,30,0.271844655275345,30
128,64,0.4,0.3,1e-04,32,30,0.310679614543915,16
256,64,0.4,0.3,1e-04,32,30,0.427184462547302,30
128,128,0.4,0.3,1e-04,32,30,0.475728154182434,30
256,128,0.4,0.3,1e-04,32,30,0.466019421815872,27
64,32,0.2,0.4,1e-04,32,30,0.37864077091217,30
128,32,0.2,0.4,1e-04,32,30,0.398058265447617,30
256,32,0.2,0.4,1e-04,32,30,0.407766997814178,27
64,64,0.2,0.4,1e-04,32,30,0.37864077091217,30
128,64,0.2,0.4,1e-04,32,30,0.407766997814178,30
256,64,0.2,0.4,1e-04,32,30,0.495145618915558,30
128,128,0.2,0.4,1e-04,32,30,0.41747573018074,30
256,128,0.2,0.4,1e-04,32,30,0.446601927280426,30
64,32,0.3,0.4,1e-04,32,30,0.398058265447617,30
128,32,0.3,0.4,1e-04,32,30,0.368932038545609,30
256,32,0.3,0.4,1e-04,32,30,0.45631068944931,30
64,64,0.3,0.4,1e-04,32,30,0.407766997814178,28
128,64,0.3,0.4,1e-04,32,30,0.3398058116436,30
256,64,0.3,0.4,1e-04,32,30,0.446601927280426,30
128,128,0.3,0.4,1e-04,32,30,0.427184462547302,30
256,128,0.3,0.4,1e-04,32,30,0.41747573018074,30
64,32,0.4,0.4,1e-04,32,30,0.271844655275345,16
128,32,0.4,0.4,1e-04,32,30,0.359223306179047,30
256,32,0.4,0.4,1e-04,32,30,0.398058265447617,30
64,64,0.4,0.4,1e-04,32,30,0.37864077091217,29
128,64,0.4,0.4,1e-04,32,30,0.368932038545609,30
256,64,0.4,0.4,1e-04,32,30,0.446601927280426,30
128,128,0.4,0.4,1e-04,32,30,0.45631068944931,30
256,128,0.4,0.4,1e-04,32,30,0.446601927280426,30
64,32,0.2,0.2,1e-05,32,30,0.281553387641907,25
128,32,0.2,0.2,1e-05,32,30,0.359223306179047,16
256,32,0.2,0.2,1e-05,32,30,0.388349503278732,30
64,64,0.2,0.2,1e-05,32,30,0.213592231273651,18
128,64,0.2,0.2,1e-05,32,30,0.300970882177353,30
256,64,0.2,0.2,1e-05,32,30,0.310679614543915,30
128,128,0.2,0.2,1e-05,32,30,0.281553387641907,16
256,128,0.2,0.2,1e-05,32,30,0.271844655275345,21
64,32,0.3,0.2,1e-05,32,30,0.271844655275345,26
128,32,0.3,0.2,1e-05,32,30,0.165048539638519,30
256,32,0.3,0.2,1e-05,32,30,0.233009710907936,30
64,64,0.3,0.2,1e-05,32,30,0.271844655275345,17
128,64,0.3,0.2,1e-05,32,30,0.291262149810791,30
256,64,0.3,0.2,1e-05,32,30,0.174757286906242,16
128,128,0.3,0.2,1e-05,32,30,0.330097079277039,30
256,128,0.3,0.2,1e-05,32,30,0.3398058116436,30
64,32,0.4,0.2,1e-05,32,30,0.252427190542221,30
128,32,0.4,0.2,1e-05,32,30,0.242718443274498,17
256,32,0.4,0.2,1e-05,32,30,0.320388346910477,16
64,64,0.4,0.2,1e-05,32,30,0.262135922908783,20
128,64,0.4,0.2,1e-05,32,30,0.300970882177353,30
256,64,0.4,0.2,1e-05,32,30,0.310679614543915,16
128,128,0.4,0.2,1e-05,32,30,0.359223306179047,26
256,128,0.4,0.2,1e-05,32,30,0.368932038545609,30
64,32,0.2,0.3,1e-05,32,30,0.407766997814178,16
128,32,0.2,0.3,1e-05,32,30,0.281553387641907,30
256,32,0.2,0.3,1e-05,32,30,0.252427190542221,16
64,64,0.2,0.3,1e-05,32,30,0.271844655275345,16
128,64,0.2,0.3,1e-05,32,30,0.155339807271957,30
256,64,0.2,0.3,1e-05,32,30,0.291262149810791,30
128,128,0.2,0.3,1e-05,32,30,0.300970882177353,24
256,128,0.2,0.3,1e-05,32,30,0.330097079277039,30
64,32,0.3,0.3,1e-05,32,30,0.126213595271111,17
128,32,0.3,0.3,1e-05,32,30,0.174757286906242,24
256,32,0.3,0.3,1e-05,32,30,0.388349503278732,16
64,64,0.3,0.3,1e-05,32,30,0.262135922908783,28
128,64,0.3,0.3,1e-05,32,30,0.330097079277039,25
256,64,0.3,0.3,1e-05,32,30,0.368932038545609,30
128,128,0.3,0.3,1e-05,32,30,0.203883498907089,16
256,128,0.3,0.3,1e-05,32,30,0.291262149810791,29
64,32,0.4,0.3,1e-05,32,30,0.203883498907089,30
128,32,0.4,0.3,1e-05,32,30,0.262135922908783,30
256,32,0.4,0.3,1e-05,32,30,0.271844655275345,30
64,64,0.4,0.3,1e-05,32,30,0.349514573812485,16
128,64,0.4,0.3,1e-05,32,30,0.310679614543915,25
256,64,0.4,0.3,1e-05,32,30,0.233009710907936,16
128,128,0.4,0.3,1e-05,32,30,0.242718443274498,16
256,128,0.4,0.3,1e-05,32,30,0.320388346910477,24
64,32,0.2,0.4,1e-05,32,30,0.223300963640213,16
128,32,0.2,0.4,1e-05,32,30,0.233009710907936,30
256,32,0.2,0.4,1e-05,32,30,0.398058265447617,28
64,64,0.2,0.4,1e-05,32,30,0.213592231273651,22
128,64,0.2,0.4,1e-05,32,30,0.213592231273651,29
256,64,0.2,0.4,1e-05,32,30,0.3398058116436,26
128,128,0.2,0.4,1e-05,32,30,0.213592231273651,25
256,128,0.2,0.4,1e-05,32,30,0.233009710907936,30
64,32,0.3,0.4,1e-05,32,30,0.310679614543915,18
128,32,0.3,0.4,1e-05,32,30,0.213592231273651,30
256,32,0.3,0.4,1e-05,32,30,0.262135922908783,28
64,64,0.3,0.4,1e-05,32,30,0.242718443274498,26
128,64,0.3,0.4,1e-05,32,30,0.203883498907089,18
256,64,0.3,0.4,1e-05,32,30,0.281553387641907,30
128,128,0.3,0.4,1e-05,32,30,0.213592231273651,17
256,128,0.3,0.4,1e-05,32,30,0.223300963640213,30
64,32,0.4,0.4,1e-05,32,30,0.368932038545609,30
128,32,0.4,0.4,1e-05,32,30,0.349514573812485,29
256,32,0.4,0.4,1e-05,32,30,0.223300963640213,30
64,64,0.4,0.4,1e-05,32,30,0.271844655275345,30
128,64,0.4,0.4,1e-05,32,30,0.262135922908783,18
256,64,0.4,0.4,1e-05,32,30,0.271844655275345,19
128,128,0.4,0.4,1e-05,32,30,0.291262149810791,30
256,128,0.4,0.4,1e-05,32,30,0.300970882177353,17
64,32,0.2,0.2,0.01,64,30,0.466019421815872,30
128,32,0.2,0.2,0.01,64,30,0.475728154182434,30
256,32,0.2,0.2,0.01,64,30,0.553398072719574,30
64,64,0.2,0.2,0.01,64,30,0.495145618915558,30
128,64,0.2,0.2,0.01,64,30,0.53398060798645,30
256,64,0.2,0.2,0.01,64,30,0.504854381084442,29
128,128,0.2,0.2,0.01,64,30,0.553398072719574,30
256,128,0.2,0.2,0.01,64,30,0.504854381084442,30
64,32,0.3,0.2,0.01,64,30,0.504854381084442,30
128,32,0.3,0.2,0.01,64,30,0.553398072719574,30
256,32,0.3,0.2,0.01,64,30,0.475728154182434,29
64,64,0.3,0.2,0.01,64,30,0.514563083648682,30
128,64,0.3,0.2,0.01,64,30,0.45631068944931,30
256,64,0.3,0.2,0.01,64,30,0.495145618915558,30
128,128,0.3,0.2,0.01,64,30,0.495145618915558,30
256,128,0.3,0.2,0.01,64,30,0.495145618915558,30
64,32,0.4,0.2,0.01,64,30,0.495145618915558,30
128,32,0.4,0.2,0.01,64,30,0.504854381084442,30
256,32,0.4,0.2,0.01,64,30,0.475728154182434,28
64,64,0.4,0.2,0.01,64,30,0.495145618915558,30
128,64,0.4,0.2,0.01,64,30,0.514563083648682,30
256,64,0.4,0.2,0.01,64,30,0.504854381084442,30
128,128,0.4,0.2,0.01,64,30,0.495145618915558,30
256,128,0.4,0.2,0.01,64,30,0.53398060798645,30
64,32,0.2,0.3,0.01,64,30,0.504854381084442,30
128,32,0.2,0.3,0.01,64,30,0.524271845817566,30
256,32,0.2,0.3,0.01,64,30,0.504854381084442,30
64,64,0.2,0.3,0.01,64,30,0.572815537452698,30
128,64,0.2,0.3,0.01,64,30,0.495145618915558,30
256,64,0.2,0.3,0.01,64,30,0.514563083648682,30
128,128,0.2,0.3,0.01,64,30,0.45631068944931,30
256,128,0.2,0.3,0.01,64,30,0.514563083648682,30
64,32,0.3,0.3,0.01,64,30,0.495145618915558,30
128,32,0.3,0.3,0.01,64,30,0.495145618915558,30
256,32,0.3,0.3,0.01,64,30,0.475728154182434,30
64,64,0.3,0.3,0.01,64,30,0.504854381084442,30
128,64,0.3,0.3,0.01,64,30,0.475728154182434,30
256,64,0.3,0.3,0.01,64,30,0.495145618915558,30
128,128,0.3,0.3,0.01,64,30,0.504854381084442,30
256,128,0.3,0.3,0.01,64,30,0.524271845817566,30
64,32,0.4,0.3,0.01,64,30,0.524271845817566,30
128,32,0.4,0.3,0.01,64,30,0.524271845817566,30
256,32,0.4,0.3,0.01,64,30,0.475728154182434,30
64,64,0.4,0.3,0.01,64,30,0.514563083648682,30
128,64,0.4,0.3,0.01,64,30,0.485436886548996,30
256,64,0.4,0.3,0.01,64,30,0.514563083648682,30
128,128,0.4,0.3,0.01,64,30,0.524271845817566,30
256,128,0.4,0.3,0.01,64,30,0.524271845817566,30
64,32,0.2,0.4,0.01,64,30,0.504854381084442,30
128,32,0.2,0.4,0.01,64,30,0.514563083648682,30
256,32,0.2,0.4,0.01,64,30,0.53398060798645,30
64,64,0.2,0.4,0.01,64,30,0.504854381084442,30
128,64,0.2,0.4,0.01,64,30,0.514563083648682,30
256,64,0.2,0.4,0.01,64,30,0.524271845817566,30
128,128,0.2,0.4,0.01,64,30,0.446601927280426,30
256,128,0.2,0.4,0.01,64,30,0.495145618915558,30
64,32,0.3,0.4,0.01,64,30,0.504854381084442,30
128,32,0.3,0.4,0.01,64,30,0.504854381084442,30
256,32,0.3,0.4,0.01,64,30,0.53398060798645,30
64,64,0.3,0.4,0.01,64,30,0.495145618915558,30
128,64,0.3,0.4,0.01,64,30,0.504854381084442,30
256,64,0.3,0.4,0.01,64,30,0.524271845817566,30
128,128,0.3,0.4,0.01,64,30,0.495145618915558,30
256,128,0.3,0.4,0.01,64,30,0.485436886548996,30
64,32,0.4,0.4,0.01,64,30,0.504854381084442,30
128,32,0.4,0.4,0.01,64,30,0.504854381084442,30
256,32,0.4,0.4,0.01,64,30,0.514563083648682,30
64,64,0.4,0.4,0.01,64,30,0.54368931055069,30
128,64,0.4,0.4,0.01,64,30,0.504854381084442,30
256,64,0.4,0.4,0.01,64,30,0.53398060798645,30
128,128,0.4,0.4,0.01,64,30,0.485436886548996,30
256,128,0.4,0.4,0.01,64,30,0.563106775283813,30
64,32,0.2,0.2,0.001,64,30,0.485436886548996,21
128,32,0.2,0.2,0.001,64,30,0.41747573018074,22
256,32,0.2,0.2,0.001,64,30,0.436893194913864,23
64,64,0.2,0.2,0.001,64,30,0.514563083648682,25
128,64,0.2,0.2,0.001,64,30,0.495145618915558,30
256,64,0.2,0.2,0.001,64,30,0.495145618915558,30
128,128,0.2,0.2,0.001,64,30,0.504854381084442,30
256,128,0.2,0.2,0.001,64,30,0.514563083648682,30
64,32,0.3,0.2,0.001,64,30,0.504854381084442,30
128,32,0.3,0.2,0.001,64,30,0.524271845817566,30
256,32,0.3,0.2,0.001,64,30,0.475728154182434,30
64,64,0.3,0.2,0.001,64,30,0.485436886548996,30
128,64,0.3,0.2,0.001,64,30,0.495145618915558,25
256,64,0.3,0.2,0.001,64,30,0.495145618915558,30
128,128,0.3,0.2,0.001,64,30,0.466019421815872,28
256,128,0.3,0.2,0.001,64,30,0.53398060798645,30
64,32,0.4,0.2,0.001,64,30,0.45631068944931,30
128,32,0.4,0.2,0.001,64,30,0.524271845817566,30
256,32,0.4,0.2,0.001,64,30,0.504854381084442,26
64,64,0.4,0.2,0.001,64,30,0.495145618915558,28
128,64,0.4,0.2,0.001,64,30,0.53398060798645,30
256,64,0.4,0.2,0.001,64,30,0.485436886548996,30
128,128,0.4,0.2,0.001,64,30,0.485436886548996,30
256,128,0.4,0.2,0.001,64,30,0.514563083648682,30
64,32,0.2,0.3,0.001,64,30,0.485436886548996,30
128,32,0.2,0.3,0.001,64,30,0.524271845817566,29
256,32,0.2,0.3,0.001,64,30,0.524271845817566,30
64,64,0.2,0.3,0.001,64,30,0.466019421815872,17
128,64,0.2,0.3,0.001,64,30,0.475728154182434,30
256,64,0.2,0.3,0.001,64,30,0.436893194913864,20
128,128,0.2,0.3,0.001,64,30,0.446601927280426,30
256,128,0.2,0.3,0.001,64,30,0.485436886548996,29
64,32,0.3,0.3,0.001,64,30,0.436893194913864,30
128,32,0.3,0.3,0.001,64,30,0.495145618915558,30
256,32,0.3,0.3,0.001,64,30,0.45631068944931,30
64,64,0.3,0.3,0.001,64,30,0.485436886548996,30
128,64,0.3,0.3,0.001,64,30,0.485436886548996,30
256,64,0.3,0.3,0.001,64,30,0.45631068944931,30
128,128,0.3,0.3,0.001,64,30,0.485436886548996,28
256,128,0.3,0.3,0.001,64,30,0.485436886548996,30
64,32,0.4,0.3,0.001,64,30,0.475728154182434,30
128,32,0.4,0.3,0.001,64,30,0.446601927280426,26
256,32,0.4,0.3,0.001,64,30,0.485436886548996,30
64,64,0.4,0.3,0.001,64,30,0.485436886548996,30
128,64,0.4,0.3,0.001,64,30,0.485436886548996,30
256,64,0.4,0.3,0.001,64,30,0.446601927280426,30
128,128,0.4,0.3,0.001,64,30,0.475728154182434,23
256,128,0.4,0.3,0.001,64,30,0.495145618915558,30
64,32,0.2,0.4,0.001,64,30,0.475728154182434,30
128,32,0.2,0.4,0.001,64,30,0.475728154182434,30
256,32,0.2,0.4,0.001,64,30,0.466019421815872,30
64,64,0.2,0.4,0.001,64,30,0.436893194913864,30
128,64,0.2,0.4,0.001,64,30,0.524271845817566,30
256,64,0.2,0.4,0.001,64,30,0.466019421815872,25
128,128,0.2,0.4,0.001,64,30,0.495145618915558,30
256,128,0.2,0.4,0.001,64,30,0.504854381084442,30
64,32,0.3,0.4,0.001,64,30,0.485436886548996,30
128,32,0.3,0.4,0.001,64,30,0.485436886548996,29
256,32,0.3,0.4,0.001,64,30,0.475728154182434,30
64,64,0.3,0.4,0.001,64,30,0.495145618915558,25
128,64,0.3,0.4,0.001,64,30,0.475728154182434,30
256,64,0.3,0.4,0.001,64,30,0.466019421815872,30
128,128,0.3,0.4,0.001,64,30,0.495145618915558,30
256,128,0.3,0.4,0.001,64,30,0.466019421815872,30
64,32,0.4,0.4,0.001,64,30,0.41747573018074,30
128,32,0.4,0.4,0.001,64,30,0.495145618915558,30
256,32,0.4,0.4,0.001,64,30,0.495145618915558,30
64,64,0.4,0.4,0.001,64,30,0.514563083648682,30
128,64,0.4,0.4,0.001,64,30,0.504854381084442,30
256,64,0.4,0.4,0.001,64,30,0.504854381084442,30
128,128,0.4,0.4,0.001,64,30,0.475728154182434,25
256,128,0.4,0.4,0.001,64,30,0.495145618915558,30
64,32,0.2,0.2,1e-04,64,30,0.436893194913864,30
128,32,0.2,0.2,1e-04,64,30,0.359223306179047,30
256,32,0.2,0.2,1e-04,64,30,0.436893194913864,30
64,64,0.2,0.2,1e-04,64,30,0.223300963640213,16
128,64,0.2,0.2,1e-04,64,30,0.436893194913864,30
256,64,0.2,0.2,1e-04,64,30,0.398058265447617,30
128,128,0.2,0.2,1e-04,64,30,0.41747573018074,30
256,128,0.2,0.2,1e-04,64,30,0.368932038545609,30
64,32,0.3,0.2,1e-04,64,30,0.37864077091217,16
128,32,0.3,0.2,1e-04,64,30,0.446601927280426,30
256,32,0.3,0.2,1e-04,64,30,0.475728154182434,30
64,64,0.3,0.2,1e-04,64,30,0.330097079277039,30
128,64,0.3,0.2,1e-04,64,30,0.37864077091217,30
256,64,0.3,0.2,1e-04,64,30,0.436893194913864,30
128,128,0.3,0.2,1e-04,64,30,0.436893194913864,19
256,128,0.3,0.2,1e-04,64,30,0.330097079277039,27
64,32,0.4,0.2,1e-04,64,30,0.398058265447617,30
128,32,0.4,0.2,1e-04,64,30,0.291262149810791,30
256,32,0.4,0.2,1e-04,64,30,0.37864077091217,16
64,64,0.4,0.2,1e-04,64,30,0.3398058116436,30
128,64,0.4,0.2,1e-04,64,30,0.300970882177353,30
256,64,0.4,0.2,1e-04,64,30,0.407766997814178,30
128,128,0.4,0.2,1e-04,64,30,0.446601927280426,30
256,128,0.4,0.2,1e-04,64,30,0.388349503278732,30
64,32,0.2,0.3,1e-04,64,30,0.349514573812485,30
128,32,0.2,0.3,1e-04,64,30,0.446601927280426,30
256,32,0.2,0.3,1e-04,64,30,0.436893194913864,30
64,64,0.2,0.3,1e-04,64,30,0.3398058116436,30
128,64,0.2,0.3,1e-04,64,30,0.407766997814178,30
256,64,0.2,0.3,1e-04,64,30,0.446601927280426,30
128,128,0.2,0.3,1e-04,64,30,0.388349503278732,19
256,128,0.2,0.3,1e-04,64,30,0.45631068944931,28
64,32,0.3,0.3,1e-04,64,30,0.252427190542221,27
128,32,0.3,0.3,1e-04,64,30,0.446601927280426,30
256,32,0.3,0.3,1e-04,64,30,0.436893194913864,30
64,64,0.3,0.3,1e-04,64,30,0.388349503278732,30
128,64,0.3,0.3,1e-04,64,30,0.330097079277039,30
256,64,0.3,0.3,1e-04,64,30,0.41747573018074,22
128,128,0.3,0.3,1e-04,64,30,0.398058265447617,30
256,128,0.3,0.3,1e-04,64,30,0.427184462547302,30
64,32,0.4,0.3,1e-04,64,30,0.281553387641907,23
128,32,0.4,0.3,1e-04,64,30,0.407766997814178,30
256,32,0.4,0.3,1e-04,64,30,0.368932038545609,30
64,64,0.4,0.3,1e-04,64,30,0.407766997814178,30
128,64,0.4,0.3,1e-04,64,30,0.271844655275345,22
256,64,0.4,0.3,1e-04,64,30,0.262135922908783,16
128,128,0.4,0.3,1e-04,64,30,0.446601927280426,30
256,128,0.4,0.3,1e-04,64,30,0.466019421815872,30
64,32,0.2,0.4,1e-04,64,30,0.407766997814178,30
128,32,0.2,0.4,1e-04,64,30,0.359223306179047,30
256,32,0.2,0.4,1e-04,64,30,0.45631068944931,30
64,64,0.2,0.4,1e-04,64,30,0.37864077091217,16
128,64,0.2,0.4,1e-04,64,30,0.427184462547302,30
256,64,0.2,0.4,1e-04,64,30,0.37864077091217,30
128,128,0.2,0.4,1e-04,64,30,0.427184462547302,16
256,128,0.2,0.4,1e-04,64,30,0.388349503278732,30
64,32,0.3,0.4,1e-04,64,30,0.291262149810791,30
128,32,0.3,0.4,1e-04,64,30,0.398058265447617,30
256,32,0.3,0.4,1e-04,64,30,0.291262149810791,16
64,64,0.3,0.4,1e-04,64,30,0.368932038545609,16
128,64,0.3,0.4,1e-04,64,30,0.368932038545609,30
256,64,0.3,0.4,1e-04,64,30,0.398058265447617,30
128,128,0.3,0.4,1e-04,64,30,0.37864077091217,30
256,128,0.3,0.4,1e-04,64,30,0.436893194913864,30
64,32,0.4,0.4,1e-04,64,30,0.368932038545609,30
128,32,0.4,0.4,1e-04,64,30,0.407766997814178,30
256,32,0.4,0.4,1e-04,64,30,0.41747573018074,30
64,64,0.4,0.4,1e-04,64,30,0.37864077091217,30
128,64,0.4,0.4,1e-04,64,30,0.3398058116436,16
256,64,0.4,0.4,1e-04,64,30,0.407766997814178,30
128,128,0.4,0.4,1e-04,64,30,0.388349503278732,20
256,128,0.4,0.4,1e-04,64,30,0.446601927280426,30
64,32,0.2,0.2,1e-05,64,30,0.203883498907089,16
128,32,0.2,0.2,1e-05,64,30,0.252427190542221,30
256,32,0.2,0.2,1e-05,64,30,0.242718443274498,18
64,64,0.2,0.2,1e-05,64,30,0.300970882177353,24
128,64,0.2,0.2,1e-05,64,30,0.320388346910477,30
256,64,0.2,0.2,1e-05,64,30,0.310679614543915,16
128,128,0.2,0.2,1e-05,64,30,0.213592231273651,16
256,128,0.2,0.2,1e-05,64,30,0.242718443274498,30
64,32,0.3,0.2,1e-05,64,30,0.174757286906242,30
128,32,0.3,0.2,1e-05,64,30,0.174757286906242,17
256,32,0.3,0.2,1e-05,64,30,0.359223306179047,18
64,64,0.3,0.2,1e-05,64,30,0.330097079277039,30
128,64,0.3,0.2,1e-05,64,30,0.262135922908783,16
256,64,0.3,0.2,1e-05,64,30,0.320388346910477,30
128,128,0.3,0.2,1e-05,64,30,0.252427190542221,23
256,128,0.3,0.2,1e-05,64,30,0.252427190542221,23
64,32,0.4,0.2,1e-05,64,30,0.291262149810791,30
128,32,0.4,0.2,1e-05,64,30,0.271844655275345,16
256,32,0.4,0.2,1e-05,64,30,0.359223306179047,30
64,64,0.4,0.2,1e-05,64,30,0.320388346910477,16
128,64,0.4,0.2,1e-05,64,30,0.242718443274498,16
256,64,0.4,0.2,1e-05,64,30,0.262135922908783,16
128,128,0.4,0.2,1e-05,64,30,0.281553387641907,17
256,128,0.4,0.2,1e-05,64,30,0.398058265447617,17
64,32,0.2,0.3,1e-05,64,30,0.310679614543915,30
128,32,0.2,0.3,1e-05,64,30,0.388349503278732,16
256,32,0.2,0.3,1e-05,64,30,0.184466019272804,24
64,64,0.2,0.3,1e-05,64,30,0.291262149810791,30
128,64,0.2,0.3,1e-05,64,30,0.242718443274498,17
256,64,0.2,0.3,1e-05,64,30,0.349514573812485,30
128,128,0.2,0.3,1e-05,64,30,0.213592231273651,30
256,128,0.2,0.3,1e-05,64,30,0.262135922908783,16
64,32,0.3,0.3,1e-05,64,30,0.407766997814178,17
128,32,0.3,0.3,1e-05,64,30,0.310679614543915,16
256,32,0.3,0.3,1e-05,64,30,0.368932038545609,30
64,64,0.3,0.3,1e-05,64,30,0.203883498907089,28
128,64,0.3,0.3,1e-05,64,30,0.368932038545609,16
256,64,0.3,0.3,1e-05,64,30,0.300970882177353,16
128,128,0.3,0.3,1e-05,64,30,0.213592231273651,25
256,128,0.3,0.3,1e-05,64,30,0.262135922908783,17
64,32,0.4,0.3,1e-05,64,30,0.165048539638519,16
128,32,0.4,0.3,1e-05,64,30,0.388349503278732,16
256,32,0.4,0.3,1e-05,64,30,0.291262149810791,30
64,64,0.4,0.3,1e-05,64,30,0.291262149810791,16
128,64,0.4,0.3,1e-05,64,30,0.388349503278732,16
256,64,0.4,0.3,1e-05,64,30,0.320388346910477,22
128,128,0.4,0.3,1e-05,64,30,0.252427190542221,16
256,128,0.4,0.3,1e-05,64,30,0.359223306179047,30
64,32,0.2,0.4,1e-05,64,30,0.165048539638519,16
128,32,0.2,0.4,1e-05,64,30,0.213592231273651,30
256,32,0.2,0.4,1e-05,64,30,0.281553387641907,16
64,64,0.2,0.4,1e-05,64,30,0.242718443274498,30
128,64,0.2,0.4,1e-05,64,30,0.291262149810791,16
256,64,0.2,0.4,1e-05,64,30,0.291262149810791,30
128,128,0.2,0.4,1e-05,64,30,0.368932038545609,30
256,128,0.2,0.4,1e-05,64,30,0.281553387641907,28
64,32,0.3,0.4,1e-05,64,30,0.252427190542221,26
128,32,0.3,0.4,1e-05,64,30,0.203883498907089,16
256,32,0.3,0.4,1e-05,64,30,0.194174751639366,16
64,64,0.3,0.4,1e-05,64,30,0.320388346910477,22
128,64,0.3,0.4,1e-05,64,30,0.262135922908783,19
256,64,0.3,0.4,1e-05,64,30,0.233009710907936,21
128,128,0.3,0.4,1e-05,64,30,0.233009710907936,16
256,128,0.3,0.4,1e-05,64,30,0.368932038545609,30
64,32,0.4,0.4,1e-05,64,30,0.320388346910477,30
128,32,0.4,0.4,1e-05,64,30,0.213592231273651,30
256,32,0.4,0.4,1e-05,64,30,0.271844655275345,30
64,64,0.4,0.4,1e-05,64,30,0.330097079277039,30
128,64,0.4,0.4,1e-05,64,30,0.252427190542221,30
256,64,0.4,0.4,1e-05,64,30,0.233009710907936,18
128,128,0.4,0.4,1e-05,64,30,0.262135922908783,30
256,128,0.4,0.4,1e-05,64,30,0.242718443274498,17
64,32,0.2,0.2,0.01,16,50,0.524271845817566,21
128,32,0.2,0.2,0.01,16,50,0.495145618915558,22
256,32,0.2,0.2,0.01,16,50,0.524271845817566,22
64,64,0.2,0.2,0.01,16,50,0.563106775283813,17
128,64,0.2,0.2,0.01,16,50,0.514563083648682,27
256,64,0.2,0.2,0.01,16,50,0.524271845817566,20
128,128,0.2,0.2,0.01,16,50,0.53398060798645,25
256,128,0.2,0.2,0.01,16,50,0.592233002185822,26
64,32,0.3,0.2,0.01,16,50,0.53398060798645,26
128,32,0.3,0.2,0.01,16,50,0.514563083648682,23
256,32,0.3,0.2,0.01,16,50,0.553398072719574,50
64,64,0.3,0.2,0.01,16,50,0.53398060798645,36
128,64,0.3,0.2,0.01,16,50,0.524271845817566,50
256,64,0.3,0.2,0.01,16,50,0.553398072719574,39
128,128,0.3,0.2,0.01,16,50,0.572815537452698,36
256,128,0.3,0.2,0.01,16,50,0.53398060798645,26
64,32,0.4,0.2,0.01,16,50,0.53398060798645,28
128,32,0.4,0.2,0.01,16,50,0.54368931055069,43
256,32,0.4,0.2,0.01,16,50,0.563106775283813,27
64,64,0.4,0.2,0.01,16,50,0.54368931055069,35
128,64,0.4,0.2,0.01,16,50,0.53398060798645,40
256,64,0.4,0.2,0.01,16,50,0.54368931055069,23
128,128,0.4,0.2,0.01,16,50,0.563106775283813,36
256,128,0.4,0.2,0.01,16,50,0.54368931055069,44
64,32,0.2,0.3,0.01,16,50,0.563106775283813,35
128,32,0.2,0.3,0.01,16,50,0.53398060798645,28
256,32,0.2,0.3,0.01,16,50,0.54368931055069,25
64,64,0.2,0.3,0.01,16,50,0.553398072719574,27
128,64,0.2,0.3,0.01,16,50,0.53398060798645,24
256,64,0.2,0.3,0.01,16,50,0.524271845817566,28
128,128,0.2,0.3,0.01,16,50,0.514563083648682,40
256,128,0.2,0.3,0.01,16,50,0.53398060798645,42
64,32,0.3,0.3,0.01,16,50,0.53398060798645,28
128,32,0.3,0.3,0.01,16,50,0.54368931055069,25
256,32,0.3,0.3,0.01,16,50,0.563106775283813,37
64,64,0.3,0.3,0.01,16,50,0.553398072719574,31
128,64,0.3,0.3,0.01,16,50,0.563106775283813,30
256,64,0.3,0.3,0.01,16,50,0.54368931055069,37
128,128,0.3,0.3,0.01,16,50,0.563106775283813,39
256,128,0.3,0.3,0.01,16,50,0.563106775283813,34
64,32,0.4,0.3,0.01,16,50,0.553398072719574,41
128,32,0.4,0.3,0.01,16,50,0.572815537452698,28
256,32,0.4,0.3,0.01,16,50,0.54368931055069,35
64,64,0.4,0.3,0.01,16,50,0.582524299621582,27
128,64,0.4,0.3,0.01,16,50,0.553398072719574,38
256,64,0.4,0.3,0.01,16,50,0.563106775283813,25
128,128,0.4,0.3,0.01,16,50,0.53398060798645,24
